overlay_id,city_key,city_name,icao,lat,lon,role_layer,role_kind,source_family,source_instance_key,provider,product_name,station_or_product_id,source_station_name,source_station_lat,source_station_lon,distance_km,distance_basis,coverage_relation,priority_rank,is_primary,is_derived,derived_from,endpoint_url,delay_minutes,delay_basis,freshness_rule,valid_from,valid_to,verification_status,evidence_refs,notes
istanbul|forecast|openmeteo_previous_runs_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_istanbul,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,41.28,28.75,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
istanbul|settlement|noaa_settlement_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,settlement,settlement_current,noaa_settlement_current,noaa_settlement_istanbul,NOAA / weather.gov,weather.gov WRH timeseries,LTFM,LTFM,41.28,28.75,0.000,same_airport_proxy,city,100,true,false,,https://www.weather.gov/wrh/timeseries?site=LTFM,,no fixed public SLA; current page is the settlement source,current settlement source,2026-04-21,,official_partial,/Users/leofitz/zeus/config/cities.json; https://www.weather.gov/documentation/services-web-api,Current settlement route for the NOAA-settled city.
istanbul|observation|ogimet_metar_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,observation,ogimet_metar,ogimet_metar,ogimet_metar_istanbul,Ogimet,Ogimet METAR mirror of NOAA bulletins,LTFM,LTFM,41.28,28.75,0.000,same_airport_proxy,airport,205,false,true,NOAA METAR bulletins,https://www.ogimet.com/cgi-bin/getmetar,,mirror delay depends on upstream bulletin availability; no fixed public SLA,current mirror / historical archive,2026-04-21,,official_partial,https://www.ogimet.com/cgi-bin/getmetar; /Users/leofitz/zeus/architecture/data_sources_registry_2026_05_08.yaml,NOAA-settled city mirror used in the current overlay.
istanbul|observation|mgm_current_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,observation,mgm_current,mgm_current,mgm_current_istanbul,Turkish State Meteorological Service (MGM),MGM current observations,LTFM,LTFM,41.28,28.75,0.000,airport_proxy_unverified,national,230,true,false,,https://servis.mgm.gov.tr/web/sondurumlar?istno=17058,,product/update driven; no fixed public SLA,latest station observation,2026-04-21,,official_partial,https://www.mgm.gov.tr/; https://www.mgm.gov.tr/tahmin/il-ve-ilceler.aspx; https://www.mgm.gov.tr/tahmin/saatlik.aspx,MGM current lane for Turkish cities.
istanbul|forecast|mgm_forecast_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,forecast,mgm_forecast,mgm_forecast,mgm_forecast_istanbul,Turkish State Meteorological Service (MGM),MGM hourly/daily forecast,LTFM,LTFM,41.28,28.75,0.000,airport_proxy_unverified,national,240,true,false,,https://www.mgm.gov.tr/tahmin/saatlik.aspx,,product/update driven; no fixed public SLA,latest issued forecast bulletin,2026-04-21,,official_partial,https://www.mgm.gov.tr/; https://www.mgm.gov.tr/tahmin/il-ve-ilceler.aspx; https://www.mgm.gov.tr/tahmin/saatlik.aspx,MGM forecast lane for Turkish cities.
istanbul|nearby|mgm_nearby_istanbul,istanbul,Istanbul,LTFM,41.28,28.75,nearby,mgm_nearby,mgm_nearby,mgm_nearby_istanbul,Turkish State Meteorological Service (MGM),MGM nearby-station / district network,LTFM,LTFM,41.28,28.75,0.000,airport_proxy_unverified,regional,245,false,true,mgm_current,https://www.mgm.gov.tr/tahmin/il-ve-ilceler.aspx,,regional product; no fixed public SLA,regional fallback,2026-04-21,,official_partial,https://www.mgm.gov.tr/; https://www.mgm.gov.tr/tahmin/il-ve-ilceler.aspx; https://www.mgm.gov.tr/tahmin/saatlik.aspx,Regional fallback/nearby network for Turkish cities.
jakarta|forecast|openmeteo_forecast_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_jakarta,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,-6.27,106.89,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
jakarta|forecast|openmeteo_ensemble_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_jakarta,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,-6.27,106.89,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
jakarta|forecast|openmeteo_previous_runs_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_jakarta,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,-6.27,106.89,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
jakarta|history|wu_history_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,history,settlement_history,wu_icao_history,wu_history_jakarta,Weather Underground,Weather Underground Historical Weather,WIHH,WIHH,-6.27,106.89,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/id/jakarta/WIHH,40.0,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/id/jakarta/WIHH,WU settlement/history page; current settlement source in config/cities.json.
jakarta|history|meteostat_bulk_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_jakarta,Meteostat,Meteostat bulk hourly archive,96749,96749,-6.27,106.89,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
jakarta|observation|aviationweather_metar_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,observation,airport_metar,aviationweather_metar,aviationweather_metar_jakarta,AviationWeather.gov,Aviation Weather METAR,WIHH,WIHH,-6.27,106.89,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
jakarta|observation|aviationweather_taf_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,observation,airport_taf,aviationweather_taf,aviationweather_taf_jakarta,AviationWeather.gov,Aviation Weather TAF,WIHH,WIHH,-6.27,106.89,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
jakarta|nearby|global_metar_cluster_jakarta,jakarta,Jakarta,WIHH,-6.27,106.89,nearby,global_metar_cluster,global_metar_cluster,global_metar_cluster_jakarta,PolyWeather composition over AviationWeather,Global METAR cluster,WIHH,Global METAR cluster,-6.27,106.89,0.000,composite_cluster_proxy,nearby_cluster,300,false,true,aviationweather_metar; aviationweather_taf,https://aviationweather.gov/api/data/metar,5,inherits underlying METAR/TAF report timing,cluster fallback only,2026-04-21,,repo_inferred,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/docs/polyweather_city_source_overlay_verified.csv,Global nearby-station composition; active only for the explicit city cluster list.
jeddah|forecast|openmeteo_forecast_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_jeddah,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,21.68,39.17,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
jeddah|forecast|openmeteo_ensemble_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_jeddah,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,21.68,39.17,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
jeddah|forecast|openmeteo_previous_runs_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_jeddah,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,21.68,39.17,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
jeddah|forecast|ncm_forecast_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,forecast,ncm_forecast,ncm_forecast,ncm_forecast_jeddah,Saudi National Center for Meteorology,NCM forecast products,36,NCM forecast products,21.68,39.17,0.000,city_anchor_proxy,national,47,true,false,,https://api-mm.ncm.gov.sa/,,"product cadence published, but no fixed public SLA found",latest issued forecast,2026-04-21,,official_partial,https://api-doc.ncm.gov.sa/en/api/request/advanced-requests; https://api-doc.ncm.gov.sa/en/api/request/advanced-requests/api-request-weather-station-mos-data,Jeddah forecast family.
jeddah|history|wu_history_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,history,settlement_history,wu_icao_history,wu_history_jeddah,Weather Underground,Weather Underground Historical Weather,OEJN,OEJN,21.68,39.17,0.000,same_airport_proxy,city,100,true,false,,https://www.wunderground.com/history/daily/sa/jeddah/OEJN,1.4,city-specific measured publication delay from config/wu_obs_latency.json,local-day settlement anchor,2026-04-21,,repo_measured,/Users/leofitz/zeus/config/cities.json; /Users/leofitz/zeus/config/wu_obs_latency.json; https://www.wunderground.com/history/daily/sa/jeddah/OEJN,WU settlement/history page; current settlement source in config/cities.json.
jeddah|history|meteostat_bulk_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,history,meteostat_bulk_history,meteostat_bulk,meteostat_bulk_jeddah,Meteostat,Meteostat bulk hourly archive,41024,41024,21.68,39.17,0.000,airport_proxy_unverified,history_only,120,false,true,wu_icao_history,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz,,archive lag is weeks to months; no stable minute SLA,historical fill only,2026-04-21,,repo_measured,https://bulk.meteostat.net/v2/hourly/{WMO}.csv.gz; https://bulk.meteostat.net/v2/stations/full.json.gz,Historical fallback for sparse stations; not a live feed.
jeddah|observation|aviationweather_metar_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,observation,airport_metar,aviationweather_metar,aviationweather_metar_jeddah,AviationWeather.gov,Aviation Weather METAR,OEJN,OEJN,21.68,39.17,0.000,same_airport_proxy,airport,200,true,false,,https://aviationweather.gov/api/data/metar,5,repo-measured fast-lane latency; official pages do not publish a fixed SLA,latest-report receipt time,2026-04-21,,repo_measured,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Airport METAR feed used for local current observation support; not used for HK or NOAA-settled cities.
jeddah|observation|aviationweather_taf_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,observation,airport_taf,aviationweather_taf,aviationweather_taf_jeddah,AviationWeather.gov,Aviation Weather TAF,OEJN,OEJN,21.68,39.17,0.000,same_airport_proxy,airport,210,false,false,,https://aviationweather.gov/api/data/taf,,report/issuer driven; no fixed SLA published,latest available forecast bulletin,2026-04-21,,official_partial,https://aviationweather.gov/data/api/; https://aviationweather.gov/data/metar/,Terminal forecast bulletin for the airport station.
jeddah|observation|ncm_current_jeddah,jeddah,Jeddah,OEJN,21.68,39.17,observation,ncm_current,ncm_current,ncm_current_jeddah,Saudi National Center for Meteorology,NCM current station data,36,NCM current station data,21.68,39.17,0.000,city_anchor_proxy,city,250,true,false,,https://api-mm.ncm.gov.sa/,,"product cadence published, but no fixed public SLA found",current station feed,2026-04-21,,official_partial,https://api-doc.ncm.gov.sa/en/api/request/advanced-requests; https://api-doc.ncm.gov.sa/en/api/request/advanced-requests/api-request-weather-station-mos-data,Jeddah current observation family.
jinan|forecast|openmeteo_forecast_jinan,jinan,Jinan,ZSJN,36.86,117.21,forecast,forecast_primary,openmeteo_forecast,openmeteo_forecast_jinan,Open-Meteo,Open-Meteo Forecast API,api.open-meteo.com/v1/forecast,Open-Meteo city grid point,36.86,117.21,0.000,model_anchor,city,10,true,false,,https://api.open-meteo.com/v1/forecast,360,model-cycle dependent; official docs do not expose a fixed SLA,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Global baseline forecast feed for the city grid point.
jinan|forecast|openmeteo_ensemble_jinan,jinan,Jinan,ZSJN,36.86,117.21,forecast,forecast_ensemble,openmeteo_ensemble,openmeteo_ensemble_jinan,Open-Meteo,Open-Meteo Ensemble API,ensemble-api.open-meteo.com/v1/ensemble,Open-Meteo city grid point,36.86,117.21,0.000,model_anchor,city,20,true,false,,https://ensemble-api.open-meteo.com/v1/ensemble,360,model-cycle dependent; ensemble follows upstream update cadence,latest-model snapshot,2026-04-21,,official_partial,https://open-meteo.com/en/docs/ensemble-api; https://open-meteo.com/en/docs/model-updates,Ensemble member family used in the forecast stack.
jinan|forecast|openmeteo_previous_runs_jinan,jinan,Jinan,ZSJN,36.86,117.21,forecast,forecast_multi_model,openmeteo_previous_runs,openmeteo_previous_runs_jinan,Open-Meteo,Open-Meteo Previous Runs / Multi-Model,previous-runs-api.open-meteo.com/v1/forecast,Open-Meteo city grid point,36.86,117.21,0.000,model_anchor,city,30,true,true,openmeteo upstream models,https://previous-runs-api.open-meteo.com/v1/forecast,720,reconstructed previous-runs lag / safe-fetch window,reconstructed latest available run,2026-04-21,,official_partial,https://open-meteo.com/en/docs; https://open-meteo.com/en/docs/model-updates,Redistributed previous-run / multi-model family; used as the third Open-Meteo forecast leg.
